gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Churn
Female,0,No,28,Yes,No,DSL,Month-to-month,56,No
Female,0,Yes,72,Yes,No,DSL,Two year,81,No
Male,0,No,9,Yes,No,DSL,One year,70,No
Female,0,No,72,Yes,No,DSL,Month-to-month,108,No
Female,1,No,52,Yes,Yes,DSL,Two year,60,No
Female,0,No,34,Yes,No,DSL,One year,61,No
Male,0,Yes,71,Yes,No,DSL,Month-to-month,100,No
Female,0,No,6,Yes,No,DSL,Month-to-month,20,No
Female,0,No,31,Yes,No,Fiber optic,Month-to-month,64,No
Female,1,No,1,Yes,No,DSL,Two year,91,Yes
Female,0,Yes,49,Yes,No,DSL,Month-to-month,25,No
Female,0,No,27,Yes,Yes,Fiber optic,Month-to-month,20,No
Female,0,No,53,Yes,No,DSL,Two year,93,No
Female,1,No,35,Yes,No,DSL,Month-to-month,100,Yes
Male,0,No,2,Yes,No,DSL,Two year,96,Yes
Female,0,No,46,No,No,DSL,One year,44,No
Female,0,No,35,Yes,No,DSL,Month-to-month,19,No
Male,0,No,9,Yes,Yes,Fiber optic,One year,74,No
Male,0,No,64,Yes,Yes,Fiber optic,Month-to-month,104,No
Female,0,No,13,Yes,No,DSL,Two year,79,Yes
Female,0,No,55,Yes,No,Fiber optic,Month-to-month,82,No
Female,0,Yes,51,Yes,No,DSL,Month-to-month,94,No
Female,0,Yes,5,Yes,Yes,DSL,Two year,24,No
Male,0,Yes,20,Yes,No,DSL,Month-to-month,70,Yes
Female,0,Yes,23,Yes,No,DSL,Two year,26,No
Male,1,Yes,61,Yes,No,DSL,One year,99,No
Female,0,Yes,54,Yes,Yes,Fiber optic,Month-to-month,70,No
Male,0,No,15,Yes,No,DSL,Month-to-month,76,Yes
Female,0,Yes,64,Yes,Yes,Fiber optic,Month-to-month,25,No
Female,0,Yes,18,Yes,Yes,Fiber optic,Month-to-month,65,No
Male,0,No,52,Yes,No,Fiber optic,Month-to-month,103,No
Male,0,No,17,Yes,Yes,Fiber optic,Month-to-month,20,No
Female,0,Yes,27,Yes,Yes,Fiber optic,Month-to-month,20,No
Female,0,No,58,Yes,Yes,Fiber optic,Month-to-month,111,No
Female,0,Yes,68,Yes,No,Fiber optic,Month-to-month,109,No
Male,0,No,1,Yes,Yes,DSL,Two year,19,No
Female,0,No,55,Yes,No,DSL,Two year,66,No
Female,0,No,1,Yes,No,DSL,Month-to-month,45,No
Female,0,No,72,Yes,Yes,Fiber optic,Month-to-month,84,No
Female,0,No,6,No,Yes,Fiber optic,Month-to-month,45,No
Female,0,No,60,Yes,No,Fiber optic,One year,100,No
Male,0,Yes,61,Yes,Yes,DSL,Month-to-month,106,Yes
Female,0,No,2,Yes,No,DSL,Two year,21,Yes
Male,0,No,63,Yes,No,Fiber optic,Month-to-month,72,No
Female,0,No,17,Yes,No,Fiber optic,Month-to-month,84,No
Male,1,No,58,Yes,No,DSL,Month-to-month,99,Yes
Female,0,Yes,26,Yes,No,DSL,Two year,50,No
Female,0,Yes,53,No,No,DSL,Two year,49,No
Female,0,No,25,Yes,No,DSL,One year,19,No
Female,0,No,1,Yes,Yes,DSL,Two year,82,Yes
Female,0,Yes,24,Yes,Yes,DSL,Month-to-month,21,No
Female,0,No,2,Yes,No,DSL,Two year,69,No
Male,0,No,1,Yes,No,Fiber optic,One year,20,Yes
Female,0,No,67,Yes,No,Fiber optic,Month-to-month,75,No
Male,0,No,17,No,Yes,DSL,One year,55,No
Male,0,No,11,Yes,Yes,DSL,Month-to-month,70,No
Male,0,No,51,Yes,No,Fiber optic,Month-to-month,25,No
Female,0,No,3,Yes,No,Fiber optic,Two year,70,No
Female,1,No,1,Yes,Yes,DSL,Two year,79,Yes
Female,0,Yes,1,Yes,Yes,DSL,Two year,70,Yes
Female,1,No,72,Yes,No,DSL,Month-to-month,84,No
Male,0,No,19,Yes,Yes,Fiber optic,Month-to-month,65,No
Male,0,No,65,Yes,No,DSL,Two year,26,No
Female,0,No,45,Yes,Yes,Fiber optic,Month-to-month,100,No
Male,0,No,5,Yes,No,DSL,One year,89,No
Female,0,No,56,No,No,DSL,Month-to-month,45,No
Female,1,No,4,Yes,Yes,Fiber optic,One year,74,No
Female,0,No,64,Yes,Yes,DSL,One year,86,No
Female,0,Yes,41,Yes,Yes,Fiber optic,One year,20,No
Female,0,No,35,Yes,No,Fiber optic,Month-to-month,61,No
Female,0,No,1,No,Yes,Fiber optic,Month-to-month,25,Yes
Female,1,No,3,Yes,No,DSL,One year,79,Yes
Male,1,No,61,Yes,No,DSL,Month-to-month,25,No
Male,1,No,1,Yes,No,Fiber optic,Month-to-month,74,Yes
Female,0,Yes,35,Yes,No,DSL,Month-to-month,56,No
Female,0,Yes,69,Yes,No,DSL,Month-to-month,113,No
Female,0,No,64,Yes,Yes,DSL,Two year,68,No
Male,0,Yes,51,Yes,Yes,Fiber optic,Month-to-month,110,No
Male,0,Yes,17,Yes,Yes,DSL,Two year,20,No
Female,0,Yes,69,No,No,DSL,Two year,44,No
Male,0,Yes,1,No,Yes,Fiber optic,One year,31,Yes
Female,0,Yes,21,Yes,Yes,Fiber optic,Month-to-month,65,No
Female,0,No,54,Yes,Yes,Fiber optic,Month-to-month,97,No
Male,0,No,1,No,No,Fiber optic,Month-to-month,23,Yes
Male,0,No,4,Yes,No,Fiber optic,Month-to-month,70,Yes
Male,0,Yes,0,Yes,Yes,Fiber optic,Two year,62,No
Male,0,No,7,Yes,Yes,Fiber optic,Month-to-month,70,No
Male,0,Yes,32,Yes,No,Fiber optic,One year,19,No
Male,0,Yes,72,Yes,No,DSL,Two year,20,No
Male,0,No,19,No,No,DSL,Month-to-month,40,Yes
Male,0,Yes,10,Yes,Yes,Fiber optic,Month-to-month,20,No
Male,1,No,21,Yes,No,DSL,Two year,69,Yes
Female,1,No,45,Yes,Yes,Fiber optic,Month-to-month,70,No
Male,1,No,32,Yes,Yes,Fiber optic,Month-to-month,20,No
Female,0,No,40,Yes,Yes,Fiber optic,Two year,106,No
Female,0,No,47,No,Yes,Fiber optic,Month-to-month,42,No
Female,0,No,36,No,No,DSL,One year,53,No
Female,0,Yes,69,Yes,No,DSL,Month-to-month,105,No
Female,0,No,71,Yes,Yes,Fiber optic,One year,81,No
Female,0,No,71,Yes,No,Fiber optic,Month-to-month,25,No
Male,0,No,35,No,Yes,DSL,Month-to-month,53,No
Male,0,No,3,Yes,Yes,DSL,Two year,55,No
Male,1,No,72,Yes,Yes,DSL,One year,110,No
Male,0,Yes,72,Yes,Yes,DSL,One year,91,No
Female,0,Yes,68,Yes,No,DSL,Month-to-month,73,No
Female,0,No,42,No,No,DSL,Month-to-month,55,No
Male,1,No,21,Yes,Yes,Fiber optic,Month-to-month,20,No
Female,1,No,8,Yes,Yes,Fiber optic,Month-to-month,92,Yes
Male,1,No,10,Yes,Yes,Fiber optic,Month-to-month,75,No
Female,0,No,71,Yes,Yes,DSL,Month-to-month,107,No
Female,1,No,46,Yes,No,DSL,One year,91,No
Female,0,Yes,3,Yes,No,Fiber optic,Month-to-month,80,No
Female,1,No,12,Yes,No,DSL,One year,91,Yes
Female,0,No,26,No,Yes,Fiber optic,One year,48,No
Male,0,No,3,Yes,No,Fiber optic,One year,50,No
Female,0,No,49,Yes,No,DSL,Month-to-month,74,No
Male,0,No,33,Yes,No,Fiber optic,Two year,81,No
Male,0,No,42,Yes,Yes,Fiber optic,Month-to-month,94,No
Male,0,Yes,31,Yes,Yes,DSL,Month-to-month,75,No
Male,1,Yes,68,Yes,Yes,Fiber optic,Month-to-month,107,No
Male,1,Yes,66,Yes,No,DSL,Month-to-month,116,No
Male,0,Yes,58,Yes,No,DSL,Month-to-month,20,No
Male,0,Yes,35,Yes,No,DSL,Month-to-month,20,No
Male,0,No,1,Yes,Yes,DSL,Month-to-month,20,No
Female,0,No,40,Yes,No,DSL,Month-to-month,75,No
Female,0,No,13,Yes,No,Fiber optic,Month-to-month,76,No
Male,0,No,57,Yes,No,DSL,Month-to-month,56,No
Female,0,No,1,Yes,Yes,Fiber optic,Two year,75,Yes
Male,0,No,1,Yes,Yes,Fiber optic,Month-to-month,46,Yes
Female,0,No,46,Yes,Yes,Fiber optic,One year,54,Yes
Female,1,Yes,40,Yes,No,DSL,Month-to-month,95,Yes
Male,0,Yes,21,Yes,No,Fiber optic,Two year,78,Yes
Female,0,No,6,Yes,Yes,Fiber optic,Month-to-month,98,Yes
Male,0,Yes,59,Yes,Yes,Fiber optic,Month-to-month,111,No
Male,0,No,15,Yes,No,DSL,One year,59,Yes
Female,0,No,27,Yes,No,Fiber optic,Month-to-month,95,Yes
Male,0,No,71,Yes,No,DSL,Month-to-month,116,No
Female,0,No,45,Yes,No,Fiber optic,Month-to-month,89,No
Male,0,No,4,Yes,No,DSL,Month-to-month,21,No
Female,0,No,1,Yes,Yes,DSL,One year,20,Yes
Male,0,Yes,47,Yes,Yes,Fiber optic,One year,99,Yes
Male,0,No,34,Yes,Yes,Fiber optic,Month-to-month,50,No
Female,0,Yes,18,Yes,No,DSL,Month-to-month,54,No
Female,0,No,8,Yes,Yes,Fiber optic,Month-to-month,54,No
Male,0,No,7,No,Yes,Fiber optic,Month-to-month,36,No
Male,0,Yes,5,Yes,Yes,Fiber optic,Month-to-month,84,Yes
Female,0,No,39,Yes,Yes,Fiber optic,Month-to-month,59,No
Male,0,Yes,29,Yes,Yes,Fiber optic,Two year,21,No
Female,0,No,1,Yes,No,DSL,Month-to-month,55,Yes
Male,0,Yes,31,No,Yes,Fiber optic,One year,25,No
Male,0,No,2,No,Yes,Fiber optic,Month-to-month,24,No
Male,0,No,63,Yes,No,DSL,One year,71,No
Male,0,No,20,Yes,No,DSL,One year,79,No
Female,0,No,71,Yes,No,DSL,Two year,83,No
Female,0,No,66,Yes,No,Fiber optic,Month-to-month,61,No
Male,0,No,8,Yes,No,DSL,One year,45,Yes
Female,0,No,2,Yes,No,Fiber optic,Two year,96,Yes
Male,0,No,3,No,Yes,Fiber optic,Month-to-month,35,No
Female,0,No,47,Yes,No,DSL,Month-to-month,20,No
Male,0,No,2,No,Yes,Fiber optic,One year,49,Yes
Male,0,No,1,Yes,No,DSL,Month-to-month,74,No
Female,0,No,7,Yes,No,DSL,One year,20,No
Male,0,Yes,69,Yes,Yes,DSL,One year,105,No
Male,0,No,5,Yes,No,DSL,Month-to-month,105,No
Female,0,No,71,Yes,Yes,Fiber optic,Month-to-month,20,No
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,74,Yes
Female,0,Yes,14,Yes,No,DSL,One year,90,Yes
Female,0,No,29,Yes,Yes,Fiber optic,Month-to-month,19,No
Male,0,No,56,Yes,No,DSL,Month-to-month,82,No
Male,1,No,6,Yes,No,Fiber optic,Month-to-month,96,Yes
Male,1,No,1,No,Yes,Fiber optic,Month-to-month,40,Yes
Female,0,Yes,46,Yes,Yes,Fiber optic,Month-to-month,91,No
Male,0,No,20,Yes,No,DSL,Month-to-month,108,No
Female,1,No,20,Yes,No,DSL,Two year,86,Yes
Female,1,No,37,Yes,Yes,DSL,One year,76,Yes
Female,0,Yes,24,Yes,Yes,Fiber optic,One year,20,No
Male,0,Yes,29,Yes,No,Fiber optic,Month-to-month,95,Yes
Female,0,No,21,Yes,Yes,Fiber optic,Month-to-month,104,Yes
Male,0,Yes,19,Yes,No,DSL,Two year,103,Yes
Female,0,No,54,Yes,No,DSL,Two year,81,No
Male,0,No,2,Yes,No,Fiber optic,Month-to-month,19,Yes
Female,1,No,27,Yes,No,Fiber optic,Month-to-month,104,Yes
Male,0,No,46,No,Yes,DSL,Two year,61,No
Female,0,No,18,Yes,No,DSL,Two year,20,No
Female,0,Yes,52,Yes,Yes,Fiber optic,Month-to-month,20,No
Female,0,Yes,43,Yes,No,DSL,Month-to-month,56,Yes
Female,0,No,3,Yes,No,DSL,Two year,20,No
Male,0,No,4,Yes,Yes,DSL,One year,45,No
Male,0,Yes,6,Yes,Yes,Fiber optic,Month-to-month,84,Yes
Male,1,No,35,Yes,Yes,Fiber optic,One year,101,No
Female,0,Yes,68,No,No,DSL,Month-to-month,60,No
Female,0,No,5,Yes,No,DSL,Month-to-month,96,Yes
Female,0,No,3,Yes,No,DSL,Month-to-month,45,No
Female,1,No,4,Yes,Yes,DSL,One year,73,No
Female,0,No,4,Yes,No,DSL,Month-to-month,25,No
Female,0,No,2,Yes,No,DSL,Month-to-month,80,Yes
Male,0,Yes,40,Yes,Yes,Fiber optic,Month-to-month,110,No
Male,0,No,10,Yes,No,DSL,Month-to-month,95,No
Male,1,No,24,Yes,No,Fiber optic,Month-to-month,80,No
Female,1,No,72,Yes,No,DSL,Two year,107,No
Female,0,No,24,Yes,No,DSL,Month-to-month,99,Yes
Female,0,No,72,Yes,No,DSL,Two year,87,No
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,52,Yes
Female,0,No,18,Yes,Yes,DSL,Month-to-month,88,Yes
Male,0,No,4,No,No,DSL,Month-to-month,40,No
Male,1,No,36,Yes,No,Fiber optic,Month-to-month,91,Yes
Female,0,No,11,Yes,No,DSL,Two year,75,No
Male,0,No,1,Yes,Yes,DSL,Month-to-month,70,Yes
Male,0,No,42,Yes,No,DSL,Two year,80,No
Female,1,No,16,Yes,Yes,DSL,Two year,85,Yes
Male,0,No,50,Yes,Yes,Fiber optic,Month-to-month,114,No
Female,0,No,1,No,No,DSL,Month-to-month,25,Yes
Female,0,Yes,38,Yes,No,Fiber optic,Month-to-month,20,No
Male,1,Yes,24,Yes,No,DSL,Two year,80,No
Male,0,Yes,31,Yes,No,DSL,Two year,60,No
Male,0,Yes,8,Yes,No,Fiber optic,Month-to-month,19,No
Female,1,No,43,Yes,No,DSL,Month-to-month,108,Yes
Female,0,No,57,Yes,Yes,Fiber optic,Two year,70,No
Female,0,Yes,13,Yes,No,DSL,Two year,21,No
Male,0,No,40,Yes,Yes,Fiber optic,One year,90,No
Male,0,Yes,23,Yes,No,Fiber optic,Month-to-month,20,No
Female,0,Yes,72,Yes,No,DSL,Month-to-month,84,No
Female,0,No,55,Yes,Yes,Fiber optic,Month-to-month,84,No
Male,0,No,48,Yes,Yes,DSL,Two year,111,No
Male,0,No,1,Yes,Yes,DSL,Two year,75,Yes
Female,0,Yes,36,Yes,No,Fiber optic,Month-to-month,97,Yes
Male,0,No,11,Yes,No,DSL,Month-to-month,69,No
Female,0,No,1,Yes,No,Fiber optic,One year,85,No
Female,0,No,53,Yes,No,Fiber optic,Month-to-month,98,Yes
Male,0,No,70,No,Yes,DSL,Month-to-month,51,No
Male,0,No,12,Yes,Yes,Fiber optic,Month-to-month,96,No
Male,0,No,22,Yes,No,DSL,Month-to-month,95,Yes
Female,0,Yes,55,Yes,No,DSL,One year,69,No
Female,1,No,28,Yes,Yes,Fiber optic,Month-to-month,64,No
Female,0,Yes,58,Yes,No,DSL,Month-to-month,20,No
Male,0,No,19,Yes,No,Fiber optic,Month-to-month,20,No
Female,0,No,19,Yes,Yes,Fiber optic,Month-to-month,95,Yes
Male,0,No,31,Yes,No,Fiber optic,Month-to-month,72,No
Female,0,No,13,Yes,No,DSL,Two year,89,Yes
Male,0,No,1,Yes,No,DSL,Month-to-month,20,Yes
Male,0,Yes,1,Yes,Yes,Fiber optic,Month-to-month,71,Yes
Female,1,No,18,Yes,No,DSL,Month-to-month,74,No
Male,0,No,13,Yes,No,DSL,Two year,20,No
Female,0,Yes,2,Yes,No,DSL,Month-to-month,20,No
Male,0,No,70,Yes,No,DSL,Month-to-month,65,No
Male,1,No,44,Yes,No,Fiber optic,One year,19,No
Female,0,Yes,4,Yes,No,DSL,One year,21,No
Male,0,No,65,Yes,No,Fiber optic,Month-to-month,76,No
Female,1,No,71,Yes,No,DSL,One year,100,No
Female,0,Yes,64,Yes,No,Fiber optic,One year,54,No
Female,0,No,28,Yes,No,DSL,Month-to-month,92,Yes
Female,1,No,16,Yes,No,Fiber optic,Month-to-month,96,Yes
Female,0,Yes,70,Yes,Yes,DSL,One year,114,Yes
Female,0,Yes,39,Yes,No,DSL,Month-to-month,82,No
Male,0,No,19,Yes,Yes,DSL,One year,45,No
Female,0,No,60,Yes,Yes,DSL,Month-to-month,105,No
Male,0,No,51,Yes,No,DSL,Two year,90,No
Female,1,No,56,Yes,Yes,DSL,One year,110,No
Male,0,No,66,Yes,Yes,Fiber optic,Two year,105,Yes
Female,0,Yes,58,No,Yes,DSL,Two year,56,No
Female,0,Yes,69,Yes,Yes,Fiber optic,One year,59,No
Female,0,No,27,Yes,No,DSL,Month-to-month,56,No
Female,0,No,1,Yes,No,DSL,Two year,49,No
Female,0,No,6,Yes,No,DSL,Month-to-month,20,No
Female,0,No,7,No,No,Fiber optic,Month-to-month,25,No
Male,1,No,8,Yes,No,DSL,Month-to-month,70,Yes
Male,0,Yes,15,Yes,Yes,DSL,Two year,70,No
Male,0,No,9,Yes,No,Fiber optic,Month-to-month,20,No
Male,0,No,12,Yes,No,Fiber optic,Month-to-month,67,No
Female,0,No,25,Yes,Yes,Fiber optic,Two year,71,No
Female,0,Yes,28,Yes,No,DSL,Two year,81,Yes
Female,0,No,49,Yes,No,DSL,Two year,101,No
Male,1,No,57,No,Yes,Fiber optic,Month-to-month,45,Yes
Male,0,No,11,Yes,Yes,Fiber optic,One year,21,No
Female,0,Yes,37,Yes,No,Fiber optic,Month-to-month,95,No
Male,0,No,40,Yes,Yes,DSL,Month-to-month,101,Yes
Male,0,No,54,No,Yes,Fiber optic,One year,45,No
Male,0,No,12,Yes,No,DSL,Two year,85,No
Male,0,No,4,Yes,No,Fiber optic,Two year,55,No
Male,0,Yes,66,Yes,No,Fiber optic,Month-to-month,103,No
Male,0,Yes,70,No,No,DSL,One year,60,No
Female,0,No,1,Yes,Yes,Fiber optic,One year,75,Yes
Male,0,No,58,Yes,No,DSL,Two year,103,Yes
Male,1,No,47,Yes,Yes,DSL,Two year,86,No
Female,1,No,4,Yes,Yes,Fiber optic,One year,79,Yes
Female,0,Yes,57,Yes,No,DSL,Month-to-month,59,No
Female,0,No,15,Yes,No,DSL,Two year,94,No
Female,0,No,24,Yes,No,DSL,One year,90,No
Female,0,No,20,Yes,No,DSL,Two year,19,No
Male,1,No,61,Yes,Yes,DSL,Month-to-month,98,No
Female,0,No,16,No,No,Fiber optic,Month-to-month,50,Yes
Female,0,No,72,Yes,Yes,DSL,Two year,98,No
Female,1,No,14,No,No,DSL,Month-to-month,40,No
Male,0,No,2,Yes,Yes,Fiber optic,Month-to-month,46,Yes
Male,0,Yes,64,Yes,No,DSL,One year,92,No
Male,0,No,30,Yes,Yes,Fiber optic,Two year,20,No
Male,0,No,64,Yes,Yes,Fiber optic,One year,89,No
Male,0,No,61,Yes,No,Fiber optic,Month-to-month,112,Yes
Female,0,Yes,50,Yes,Yes,DSL,Month-to-month,84,No
Female,0,No,47,Yes,No,Fiber optic,Month-to-month,95,No
Male,0,No,51,Yes,Yes,Fiber optic,Month-to-month,60,No
Female,0,No,37,Yes,No,DSL,Two year,91,No
Female,1,No,64,Yes,Yes,Fiber optic,Month-to-month,97,No
Male,0,No,60,No,Yes,Fiber optic,Month-to-month,60,No
Male,0,No,1,Yes,Yes,Fiber optic,One year,20,No
Male,0,No,14,Yes,No,DSL,Month-to-month,82,No
Female,0,No,1,Yes,No,DSL,Two year,76,Yes
Female,0,Yes,17,Yes,No,DSL,One year,88,Yes
Male,0,No,63,Yes,Yes,DSL,One year,104,No
Female,0,Yes,72,Yes,No,DSL,One year,26,No
Male,0,Yes,29,Yes,Yes,Fiber optic,Two year,101,No
Female,0,Yes,18,Yes,No,DSL,Month-to-month,62,No
Male,1,No,38,Yes,No,DSL,One year,70,Yes
Male,1,No,26,Yes,Yes,DSL,Two year,19,No
Male,1,No,70,Yes,No,DSL,Month-to-month,105,No
Female,0,No,7,Yes,No,Fiber optic,Month-to-month,79,Yes
Female,0,No,22,Yes,Yes,Fiber optic,Month-to-month,21,No
Female,0,Yes,25,Yes,Yes,Fiber optic,Month-to-month,55,No
Male,0,No,33,No,Yes,DSL,One year,39,No
Male,1,No,27,Yes,No,Fiber optic,Month-to-month,96,Yes
Male,0,Yes,15,Yes,Yes,Fiber optic,Month-to-month,75,Yes
Female,0,No,41,Yes,No,DSL,Month-to-month,25,No
Male,0,No,38,Yes,Yes,Fiber optic,Month-to-month,95,No
Male,1,No,44,Yes,No,Fiber optic,Month-to-month,89,No
Male,0,Yes,66,Yes,No,DSL,Month-to-month,20,No
Male,0,Yes,19,Yes,No,DSL,Two year,21,No
Male,0,No,17,Yes,No,DSL,One year,90,Yes
Male,0,No,7,Yes,No,DSL,Month-to-month,75,No
Female,1,No,21,Yes,Yes,Fiber optic,Month-to-month,72,No
Male,0,No,61,Yes,Yes,DSL,Month-to-month,94,Yes
Female,0,No,4,Yes,Yes,Fiber optic,Month-to-month,51,No
Male,0,Yes,58,Yes,Yes,DSL,Two year,75,No
Female,0,Yes,21,No,Yes,DSL,Month-to-month,56,Yes
Male,0,Yes,60,Yes,Yes,Fiber optic,Month-to-month,20,No
Female,0,No,43,Yes,No,Fiber optic,Month-to-month,26,No
Male,1,No,36,Yes,Yes,Fiber optic,Month-to-month,85,Yes
Female,1,No,57,No,Yes,Fiber optic,Month-to-month,55,No
Male,0,No,24,Yes,Yes,Fiber optic,Month-to-month,55,No
Male,0,Yes,68,Yes,No,DSL,Two year,105,No
Male,0,No,72,Yes,Yes,DSL,One year,95,No
Male,0,No,9,No,Yes,Fiber optic,Month-to-month,40,No
Male,0,Yes,66,Yes,Yes,Fiber optic,Month-to-month,80,No
Female,0,No,8,Yes,No,DSL,Month-to-month,74,No
Female,0,Yes,50,Yes,No,Fiber optic,One year,103,No
Female,0,No,10,Yes,Yes,DSL,Two year,76,No
Male,0,No,54,No,Yes,Fiber optic,Month-to-month,30,No
Female,0,No,1,Yes,Yes,DSL,Two year,80,Yes
Male,0,No,71,Yes,No,Fiber optic,Month-to-month,109,No
Male,0,Yes,4,Yes,Yes,Fiber optic,Month-to-month,101,Yes
Male,0,No,33,Yes,Yes,DSL,Two year,55,No
Male,1,No,10,Yes,Yes,Fiber optic,One year,87,Yes
Female,0,No,72,No,No,DSL,Month-to-month,49,No
Female,1,No,1,Yes,Yes,DSL,One year,21,Yes
Female,0,No,67,Yes,Yes,DSL,Two year,26,No
Female,0,No,22,Yes,Yes,DSL,Two year,80,No
Male,0,No,62,Yes,No,DSL,Two year,97,Yes
Female,1,No,21,No,Yes,DSL,Month-to-month,42,Yes
Female,0,Yes,68,Yes,No,Fiber optic,Month-to-month,112,No
Male,0,No,7,Yes,Yes,DSL,Month-to-month,98,Yes
Female,0,No,58,Yes,Yes,DSL,One year,80,No
Female,0,Yes,23,Yes,No,DSL,Two year,84,No
Male,1,No,71,Yes,No,DSL,Month-to-month,24,No
Female,0,No,41,Yes,Yes,Fiber optic,Month-to-month,86,No
Female,0,Yes,0,No,No,DSL,Two year,56,No
Male,0,No,61,No,No,DSL,One year,62,No
Female,0,Yes,46,Yes,Yes,Fiber optic,Two year,100,No
Female,0,No,6,Yes,No,DSL,Month-to-month,21,No
Male,0,No,7,Yes,Yes,DSL,One year,94,Yes
Male,0,No,21,Yes,Yes,Fiber optic,Month-to-month,74,No
Female,1,No,13,Yes,No,DSL,Two year,95,Yes
Female,0,Yes,22,Yes,Yes,Fiber optic,Two year,83,Yes
Female,0,No,26,Yes,No,DSL,One year,69,No
Male,0,No,4,No,No,DSL,Two year,42,No
Female,0,Yes,63,Yes,Yes,Fiber optic,One year,20,No
Male,1,No,5,Yes,Yes,Fiber optic,Month-to-month,80,Yes
Female,0,No,6,Yes,No,DSL,Month-to-month,20,No
Female,0,No,55,Yes,Yes,Fiber optic,Month-to-month,94,No
Male,0,Yes,51,Yes,Yes,Fiber optic,Month-to-month,76,No
Female,0,Yes,56,Yes,Yes,Fiber optic,Two year,69,No
Male,0,No,18,Yes,No,Fiber optic,Month-to-month,20,No
Male,0,No,72,Yes,No,DSL,Month-to-month,106,No
Female,0,Yes,19,Yes,Yes,DSL,Two year,50,No
Male,1,No,22,Yes,Yes,Fiber optic,Month-to-month,97,Yes
Female,0,No,41,No,Yes,DSL,Two year,35,No
Male,0,Yes,5,Yes,Yes,DSL,One year,19,No
Female,0,No,57,Yes,Yes,DSL,Month-to-month,74,No
Male,1,No,29,Yes,Yes,DSL,One year,101,No
Female,0,Yes,33,Yes,No,DSL,Two year,94,Yes
Female,0,No,72,Yes,No,DSL,Month-to-month,98,No
Male,0,No,31,Yes,No,DSL,Two year,89,No
Male,1,No,52,Yes,No,DSL,One year,104,No
Male,0,Yes,35,Yes,No,Fiber optic,Month-to-month,20,No
Female,0,Yes,7,Yes,No,Fiber optic,Month-to-month,20,No
Female,0,No,22,Yes,No,Fiber optic,Month-to-month,55,No
Male,0,No,6,Yes,No,DSL,One year,75,Yes
Female,0,No,60,No,No,DSL,Two year,38,No
Male,0,Yes,24,Yes,Yes,Fiber optic,Month-to-month,20,No
Female,1,No,31,Yes,Yes,Fiber optic,Month-to-month,74,No
Male,0,No,26,Yes,Yes,DSL,Month-to-month,86,No
Male,0,Yes,1,Yes,Yes,DSL,Month-to-month,70,Yes
Male,0,Yes,40,Yes,No,DSL,Two year,20,No
Male,0,Yes,10,Yes,Yes,Fiber optic,One year,20,No
Female,0,Yes,70,Yes,Yes,DSL,Month-to-month,19,No
Male,0,No,3,Yes,No,Fiber optic,Month-to-month,55,Yes
Male,1,No,46,Yes,Yes,Fiber optic,One year,85,Yes
Male,0,No,59,Yes,No,DSL,Month-to-month,110,Yes
Female,1,No,48,Yes,No,DSL,Month-to-month,71,No
Male,0,No,59,Yes,Yes,Fiber optic,Two year,19,Yes
Female,0,No,29,No,No,DSL,Month-to-month,31,Yes
Female,1,No,8,Yes,No,DSL,Month-to-month,20,Yes
Female,0,Yes,9,Yes,Yes,Fiber optic,One year,20,No
Female,0,No,8,Yes,No,Fiber optic,Month-to-month,58,No
Female,0,No,28,Yes,No,DSL,Month-to-month,90,Yes
Female,0,Yes,20,Yes,Yes,DSL,Month-to-month,76,No
Female,1,No,56,Yes,No,Fiber optic,Month-to-month,105,Yes
Female,0,No,49,No,Yes,DSL,Two year,41,No
Female,0,No,5,Yes,No,Fiber optic,One year,89,Yes
Female,0,No,18,Yes,No,DSL,Two year,90,Yes
Male,0,Yes,71,Yes,Yes,Fiber optic,Two year,90,No
Male,0,No,20,Yes,Yes,Fiber optic,Month-to-month,89,Yes
Male,0,No,40,No,No,DSL,Two year,42,Yes
Female,0,No,18,Yes,Yes,Fiber optic,Month-to-month,61,No
Female,0,Yes,38,Yes,No,Fiber optic,Two year,20,No
Female,1,No,67,Yes,Yes,Fiber optic,Month-to-month,106,No
Female,0,Yes,17,Yes,No,DSL,One year,55,No
Male,0,No,1,No,Yes,Fiber optic,Two year,35,Yes
Male,0,No,68,Yes,No,DSL,One year,25,No
Male,0,No,35,Yes,No,DSL,Month-to-month,83,No
Female,0,No,3,Yes,No,DSL,One year,76,Yes
Female,0,No,8,Yes,No,Fiber optic,Two year,90,No
Male,0,No,29,Yes,No,DSL,Two year,71,No
Female,0,No,2,No,No,DSL,Month-to-month,35,Yes
Female,1,No,53,Yes,Yes,DSL,One year,74,No
Male,0,Yes,1,No,Yes,DSL,Two year,25,Yes
Female,0,No,7,Yes,Yes,Fiber optic,Month-to-month,75,No
Female,0,Yes,4,Yes,No,DSL,Month-to-month,20,No
Female,0,No,29,Yes,Yes,DSL,Two year,76,No
Female,0,No,3,Yes,Yes,Fiber optic,One year,75,Yes
Female,1,No,1,No,No,DSL,One year,26,Yes
Male,0,No,7,No,Yes,Fiber optic,Two year,35,No
Female,0,No,52,Yes,No,DSL,One year,111,Yes
